"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","regulation"
2666.20259738006,-0.0661073754724258,0.182651642707205,-0.361931458664172,0.717403250747338,0.890883426959616,"TSPAN6","Not significant"
6.04259265375208,-0.877172910261005,0.419780584307316,-2.08959857376071,0.0366538747696684,0.0847711833682144,"TNMD","Down"
2849.3442628483,0.429861495652386,0.100195841202277,4.2902129518986,1.78501870979455e-05,0.000105587165632184,"DPM1","Not significant"
959.355209487984,0.000850628434971883,0.0787848709394,0.0107968500148483,0.991385527435847,0.996277995311791,"SCYL3","Not significant"
554.27828165839,1.37615471464812,0.117552717114584,11.7067027324151,1.17771051738764e-31,4.05822319408694e-29,"C1orf112","Up"
654.927977262559,0.185593345929835,0.169069619465535,1.09773326820357,0.272320978257068,0.436311447129071,"FGR","Not significant"
4571.97244572475,-0.0347333623563681,0.205454309276685,-0.169056382796979,0.865752292518158,0.951553011376924,"CFH","Not significant"
3850.14487901719,0.514561092019796,0.107221142596638,4.79906368798508,1.59409102113509e-06,1.18650166942487e-05,"FUCA2","Up"
2971.23727681759,-0.128084899905533,0.10642821356449,-1.20348632769186,0.22878817906718,0.380572984317667,"GCLC","Not significant"
2120.4293534436,0.611684615094446,0.107958864989903,5.66590446418326,1.46250999363633e-08,1.60182940529268e-07,"NFYA","Up"
569.661001875762,-0.495367018104719,0.0971567186545412,-5.09863882770773,3.42104584610981e-07,2.90499569624095e-06,"STPG1","Not significant"
2585.41060987778,-0.450220496641703,0.0991660988176206,-4.54006461895528,5.62369903399614e-06,3.72154674141778e-05,"NIPAL3","Not significant"
2294.36305401367,0.302770693675919,0.083147645483245,3.64136220474133,0.00027119926892367,0.00120688441279,"LAS1L","Not significant"
1822.69242749617,0.00161912123776185,0.152615028389637,0.0106091860994719,0.991535253000204,0.996292864533788,"ENPP4","Not significant"
3676.96179086495,-0.798324943738598,0.166663044883109,-4.79005375365915,1.66736640281784e-06,1.23740388005731e-05,"SEMA3F","Down"
3507.83002052497,0.85837776414952,0.323488153160797,2.65350602722952,0.00796603478980164,0.0231580489209314,"CFTR","Up"
5141.33771116008,0.823335681600072,0.153753820393674,5.35489576448888,8.56057523911466e-08,8.13652846498845e-07,"ANKIB1","Up"
322.822347593733,-0.0658211226677147,0.215274648238516,-0.305754175915723,0.759791820855298,0.919899540516001,"CYP51A1","Not significant"
486.29873114225,0.569893130113822,0.139200514771961,4.09404470268968,4.23912525571566e-05,0.000230456926126402,"KRIT1","Up"
580.333327827233,0.183688424338053,0.104405986904925,1.75936677372079,0.0785152316577999,0.160050914155418,"RAD52","Not significant"
55.4769661560709,1.15595212899317,0.26314144356065,4.39289270953148,1.11852334861744e-05,6.93908673769433e-05,"MYH16","Up"
792.228502890016,-0.95238087337064,0.124731421651316,-7.63545272524033,2.25028268949595e-14,6.5457149062336e-13,"BAD","Down"
7754.83777381932,0.337356200491041,0.137031285823754,2.46189181151623,0.013820634919158,0.0371941713811714,"LAP3","Not significant"
9689.87936723603,-0.605705596194503,0.127479699025588,-4.75138865893403,2.02024391717262e-06,1.47061130645685e-05,"CD99","Down"
0,NA,NA,NA,NA,NA,"CD99.1","Not significant"
2067.0915541753,-0.0290060722555028,0.212379692327818,-0.136576486845694,0.891365563094161,0.9551027807883,"HS3ST1","Not significant"
10768.8127640305,-0.986531337510634,0.279280178647077,-3.53240728464766,0.000411794596695242,0.00174558584499544,"AOC1","Down"
37.073729012527,0.30225209551887,0.319192348969135,0.946927758434764,0.343675592040578,0.522530105542349,"WNT16","Not significant"
87.076093111135,0.86685261797656,0.212241913840176,4.08426687402246,4.42161913766331e-05,0.000239059743185217,"HECW1","Up"
50.7387105083814,0.468312810631797,0.190388045352898,2.45978054853049,0.013902199397497,0.0373756789581846,"MAD1L1","Not significant"
21835.9032582638,-0.00597641209095127,0.127042266663113,-0.0470427067142886,0.962479190151445,0.982057953507191,"LASP1","Not significant"
1244.06891019682,-0.300460539038169,0.0655185246355268,-4.58588682681122,4.52063441517834e-06,3.0618649123972e-05,"SNX11","Not significant"
9825.14759134853,0.568171186965851,0.216398689881461,2.62557590934161,0.00865025184931637,0.0248641370407176,"TMEM176A","Up"
3274.54386895289,0.197135245452184,0.109931426970478,1.79325649529796,0.0729319202812065,0.150566873850541,"M6PR","Not significant"
423.10583739611,-0.919220851083217,0.272059187145654,-3.37875320707728,0.000728153429577346,0.00288487341366553,"KLHL13","Down"
349.377157128016,0.267804187148161,0.255474742659217,1.04826091362538,0.294518412613511,0.463811345859753,"CYP26B1","Not significant"
2391.96659156656,0.587024327291832,0.142604331923617,4.11645508501285,3.84744265232421e-05,0.000211194102043642,"ICA1","Up"
1930.06844006279,0.392767059417576,0.215561823132113,1.82206224511684,0.0684455415522377,0.142772623837473,"DBNDD1","Not significant"
1813.43550090346,0.354888633967602,0.0801497411763752,4.42782008723702,9.51902484191533e-06,5.99481357920341e-05,"ALS2","Not significant"
2892.95920836264,-0.111284527460984,0.15163970364248,-0.733874603997901,0.463025166411409,0.657216895907787,"CASP10","Not significant"
7538.51689443312,-0.1439515565346,0.0920381497638386,-1.56404226838508,0.117807642325764,0.22351365253277,"CFLAR","Not significant"
3263.30947433207,0.252113830367223,0.199081378535777,1.26638579771496,0.205374993089209,0.349054783864394,"TFPI","Not significant"
723.808531926167,0.254917185966853,0.065409321259802,3.8972608346498,9.72868208037096e-05,0.000483486773297835,"NDUFAF7","Not significant"
3131.23837789903,-0.0710067997151832,0.0864175745943011,-0.821670823886625,0.411264268696226,0.60047573492603,"RBM5","Not significant"
109.652242338769,-0.0810425578134253,0.167946551500605,-0.482549698635124,0.629415502363068,0.819280696322697,"MTMR7","Not significant"
1768.76881730913,0.214701357800162,0.310710298119507,0.691001743745173,0.489564445227489,0.684952681638104,"SLC7A2","Not significant"
4304.20277712302,-0.493832767608231,0.102405036353149,-4.82234844295378,1.41877822292796e-06,1.06706121415743e-05,"ARF5","Not significant"
497.914082005948,-0.37526138768372,0.125879659503686,-2.9811121920991,0.00287203552780544,0.00962607130715105,"SARM1","Not significant"
6776.14443774,-0.0834267838077344,0.0823059616340837,-1.01361775199995,0.310765183662441,0.483719842583655,"POLDIP2","Not significant"
8557.1634825033,0.728333251740057,0.145705267181371,4.99867483056356,5.77256535949027e-07,4.6970147227877e-06,"PLXND1","Up"
6421.61007961598,-0.0676650493744703,0.0779534405956352,-0.868018766810646,0.385384059034172,0.571384507303197,"AK2","Not significant"
