"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","regulation","is_validated"
1.10270350810334,7.8199147876086,4.77087830258098,2.48326057012232e-06,1.09815300767631e-05,3.79493462356083,"MAL2","Up","Other"
0.429620450780334,7.7159516493802,4.77032981294902,2.48970462121462e-06,1.10068505224673e-05,3.79404749960703,"HSPA9","Not significant","Other"
-0.610585472432369,6.60065587626878,-4.76770458591999,2.52077135681089e-06,1.11409805308374e-05,3.77824085728884,"EHBP1L1","Not significant","Other"
-0.981057994698755,4.97373118886147,-4.76677142849374,2.53190394900965e-06,1.11856623952715e-05,3.8051729777668,"CHST15","Not significant","Other"
1.14898662125159,-0.0175902553191323,4.76673486530757,2.53234111134874e-06,1.11856623952715e-05,4.36025301776306,"AL023284.4","Up","Other"
0.418734226557393,5.66238249627166,4.76530296716627,2.54951867473781e-06,1.12582924072068e-05,3.83757725782242,"NPRL3","Not significant","Other"
-0.410363485589904,7.66653317704941,-4.76513916411745,2.55149085266242e-06,1.12637552104138e-05,3.78450423511449,"EIF4EBP2","Not significant","Other"
1.37216211355337,3.00072644937259,4.76372744920136,2.56854881154378e-06,1.13357930412688e-05,4.22250532397682,"SATB2","Up","Other"
3.65285181057685,5.72588389066249,4.76325989756253,2.57422247780909e-06,1.1357561482139e-05,4.15690712745362,"CLDN3","Up","Other"
1.7650776323692,1.356002879015,4.76304227029633,2.5768674652624e-06,1.13659585982198e-05,4.32777670496393,"MATN3","Up","Other"
0.491085286373877,4.92873824776561,4.76284382853708,2.57928155801047e-06,1.13733327520559e-05,3.91590381951926,"POLR3A","Not significant","Other"
0.482150323731664,4.92262782228979,4.76214136304448,2.587844736537e-06,1.14078092341647e-05,3.91115059418455,"ODR4","Not significant","Other"
-0.622098465577021,3.87958735339258,-4.76190207361973,2.59076796349508e-06,1.14172522265702e-05,3.92517943031306,"ZNF274","Not significant","Other"
1.16105423647266,6.4395344256902,4.76184406625158,2.59147707655233e-06,1.14172522265702e-05,3.80475041431685,"CGN","Up","Other"
0.646060640600828,1.51418492318336,4.76171147745244,2.59309861480892e-06,1.1421112410094e-05,4.2728322658549,"PTCD1","Not significant","Other"
0.427927760459847,3.43566080615557,4.76101920290014,2.60158089550779e-06,1.14551793281224e-05,4.09919830986959,"TYW5","Not significant","Other"
0.838533375377476,0.0571804661773615,4.76089652871831,2.60308677832794e-06,1.14585172951218e-05,4.33157731278872,"AP003352.1","Not significant","Other"
-0.546786625229518,4.36330449534847,-4.76052574399332,2.60764343834916e-06,1.14752786920805e-05,3.86554527546924,"LINC01184","Not significant","Other"
0.542694239907184,4.06155620251087,4.76021882322705,2.61142106897499e-06,1.14886032270754e-05,4.02782831525925,"PLA2G15","Not significant","Other"
0.614500353939713,4.44309094616266,4.76001131140086,2.61397814371338e-06,1.14965519793686e-05,3.97940902542907,"TMEM62","Not significant","Other"
1.0001157683433,2.02838730489594,4.7591853110143,2.62418049560022e-06,1.15381112579863e-05,4.24490024715782,"TNFRSF4","Up","Other"
-0.65788239537576,4.36377193010279,-4.75852909195707,2.63231311385876e-06,1.15705490085077e-05,3.85028446940558,"TMEM159","Not significant","Other"
-0.900306892459493,3.48727259199332,-4.7582197385223,2.63615538841344e-06,1.15841150033436e-05,3.94007723078439,"EVA1C","Not significant","Other"
-1.40437836577753,3.03862194734134,-4.75719758053408,2.64888937836097e-06,1.16367350758673e-05,3.91438902011651,"CYP4F12","Down","Other"
0.854299606735267,3.38348568931325,4.75695083394238,2.65197219784129e-06,1.16469389474125e-05,4.12106234740525,"EFNA4","Not significant","Other"
-0.91191713711444,1.58231980177112,-4.75659855634192,2.65637949580697e-06,1.16629521530803e-05,4.15418456964142,"TMEM88","Not significant","Other"
-0.588963505845559,4.83309009424833,-4.75581004434928,2.66627004008729e-06,1.17030237250809e-05,3.7881355878464,"NAA38","Not significant","Other"
0.482862688636826,4.43615932781492,4.75557902146019,2.6691745403205e-06,1.17124173772426e-05,3.94926342837912,"PAXIP1","Not significant","Other"
1.26274373809132,4.62917624394825,4.75491554396642,2.67753295974391e-06,1.17457307592774e-05,4.01339163109855,"ESPL1","Up","Other"
0.483721581150583,4.97612159286989,4.7548315180266,2.6785933059949e-06,1.17470192409158e-05,3.87634493067655,"ZNF623","Not significant","Other"
1.1680831998444,6.983915830184,4.7541241009221,2.68753644151775e-06,1.17828672084053e-05,3.73764510891733,"ABCC3","Up","Other"
-0.573546245453247,3.30445163788996,-4.7530716531477,2.70089466445085e-06,1.1838046036436e-05,3.96977107843961,"NUDT2","Not significant","Other"
-0.530525194652297,2.3126336749837,-4.7521735499031,2.71234440008881e-06,1.18848307814014e-05,4.09599719907995,"ABRAXAS1","Not significant","Other"
-0.661519196333672,5.2867101318611,-4.75177883622969,2.71739129520079e-06,1.19035411138827e-05,3.73209472800141,"MMP24OS","Not significant","Other"
1.27406872428455,0.507405379253701,4.74948740587425,2.7468691148297e-06,1.20292299075552e-05,4.27899149623958,"DGKI","Up","Other"
2.39284042978587,4.86012545200794,4.74937579311705,2.7483127788192e-06,1.20321133456705e-05,4.06462995154261,"TRIM31","Up","Other"
0.773307372391836,4.27547171546422,4.7489812438121,2.75342196580138e-06,1.20510382125034e-05,3.97766379167064,"THAP9-AS1","Not significant","Other"
-0.586116469127711,5.74847571904414,-4.74834395337666,2.7616938317974e-06,1.20837905724248e-05,3.69920413038453,"HIGD2A","Not significant","Other"
-0.595189753504458,9.33111161213629,-4.74780576177774,2.76869805041178e-06,1.21109792253667e-05,3.77164934440806,"RPL32","Not significant","Other"
0.354313692427447,7.37839750793424,4.74746530477021,2.77313770867091e-06,1.21269375313825e-05,3.68769257433694,"ARPC5","Not significant","Other"
-0.803963988433432,4.88963846652269,-4.74611346210239,2.7908338655476e-06,1.22008408906664e-05,3.72781536939993,"DGKA","Not significant","Other"
-0.310144599586128,4.90574804692811,-4.74582343152547,2.79464462069687e-06,1.22140158365483e-05,3.75866393688405,"SMIM12","Not significant","Other"
-0.801633398476694,2.48903330573144,-4.74481058046301,2.80799195731057e-06,1.22688510869318e-05,4.01917238550905,"TLR5","Not significant","Other"
-0.442829969567342,5.75460123792129,-4.74385491274881,2.82064199175095e-06,1.23206092473203e-05,3.68275866452694,"NDUFS3","Not significant","Other"
-0.448640967239794,6.50204020822166,-4.74338336438927,2.82690400611714e-06,1.23444428856463e-05,3.66751268776796,"PCYOX1","Not significant","Other"
-1.16586151900108,0.541096745018744,-4.74314441596398,2.83008227357904e-06,1.23548007629777e-05,4.15887348130484,"PCDHGB5","Down","Other"
0.400248132006967,3.95052597960653,4.74217306592937,2.84303771181385e-06,1.24078230869051e-05,3.94803171109468,"NVL","Not significant","Other"
3.06777781423008,0.242465472571405,4.74181191184977,2.8478691710783e-06,1.24253699625378e-05,4.24890170710258,"ZIC2","Up","Other"
0.346815498750026,4.99885472276153,4.74036918600539,2.86724869465162e-06,1.25039869353934e-05,3.78621005868665,"COA1","Not significant","Other"
-0.445300671912682,2.96571817911722,-4.74034904966639,2.86752007380882e-06,1.25039869353934e-05,3.97975181691246,"PRMT9","Not significant","Other"
0.40404907158759,6.49197468469914,4.73932400458393,2.8813674089056e-06,1.25607945395905e-05,3.6642239228533,"CUL4A","Not significant","Other"
0.5758270338999,5.5321899678541,4.73878437335776,2.88868312994282e-06,1.25891045506581e-05,3.74693819603908,"SLC39A6","Not significant","Other"
0.490591045682942,5.32916027388202,4.73840022311621,2.89390190424666e-06,1.26082624051099e-05,3.75165971473981,"MRPL17","Not significant","Other"
-0.891113691124969,2.04809842257695,-4.73758507371866,2.90500598731315e-06,1.26530434177372e-05,4.02850295326706,"CDK20","Not significant","Other"
0.636234437928653,5.82548650379684,4.73675493809455,2.91635636363845e-06,1.26988714293924e-05,3.70960448257249,"SELENOI","Not significant","Other"
0.479428246653198,4.52206707844708,4.73654306834772,2.91926007251855e-06,1.27079040031823e-05,3.85004831045287,"TMEM209","Not significant","Other"
0.84589619510248,0.345846372853065,4.73645942494936,2.92040718479256e-06,1.27092869334213e-05,4.21745282161981,"AP000866.6","Not significant","Other"
1.32985854892868,0.649568535833563,4.73632780847746,2.92221309374334e-06,1.27100187627309e-05,4.21862127797815,"AL353807.5","Up","Other"
-1.02874512664976,2.65032599755601,-4.7363262637791,2.92223429492273e-06,1.27100187627309e-05,3.94183059845932,"TSPOAP1","Down","Other"
-0.679955268279633,1.28306117396263,-4.73384663578615,2.95645908122702e-06,1.28552277246429e-05,4.09274447940748,"FAM228B","Not significant","Other"
-0.553160039862101,7.41722941708224,-4.73344260948199,2.96207203953798e-06,1.28759801026498e-05,3.63813601383169,"TSC22D1","Not significant","Other"
1.00767698305028,0.882631885086556,4.7332699343898,2.96447406561966e-06,1.28827669051305e-05,4.19031263325628,"TMEM191A","Up","Other"
0.745778848613143,5.22475597951907,4.73275252596163,2.97168279488072e-06,1.29104325109037e-05,3.76595060593273,"SLC25A22","Not significant","Other"
-1.12263546090068,6.5865496344206,-4.73148350424562,2.98943479869847e-06,1.29838745522836e-05,3.62146248997598,"SVIL","Down","Other"
0.658210150639799,5.9248030226483,4.73019635629101,3.00754461776617e-06,1.30564981923676e-05,3.67024299934864,"DYNC2I2","Not significant","Other"
-0.930036389732293,4.87889412297908,-4.73017400752829,3.00785998949667e-06,1.30564981923676e-05,3.65183735467125,"PDE5A","Not significant","Other"
-0.343146245913976,7.93811120777991,-4.72663717053355,3.05817278106046e-06,1.32711360872811e-05,3.61745979349692,"CDC42","Not significant","Other"
0.813165067883249,2.90099904510343,4.72641959316711,3.06129420306678e-06,1.3280920462512e-05,4.03029053496096,"WDR27","Not significant","Other"
1.40220578227764,5.58604351877348,4.72621720887392,3.06420041383608e-06,1.32880550359144e-05,3.75751688711795,"PHLDA2","Up","Other"
-1.82728544096636,4.26015244788763,-4.72618430650586,3.06467313821847e-06,1.32880550359144e-05,3.62199149796766,"AC010970.1","Down","Other"
-0.961310596518191,4.63744013545814,-4.72603208737993,3.06686105840577e-06,1.32937799145549e-05,3.64423343903861,"ENPP2","Not significant","Other"
0.883457151203663,6.21403261225957,4.72518421125093,3.07907553393663e-06,1.33429509068187e-05,3.64857155579366,"PXDN","Not significant","Other"
-0.566281840546018,3.0967079440075,-4.72507585029588,3.08063994848979e-06,1.33459558752358e-05,3.87202787118274,"NDUFA11","Not significant","Other"
0.652630369949954,4.37314455181074,4.72431053455261,3.09171066597526e-06,1.33901307333914e-05,3.83951961649007,"CCDC86","Not significant","Other"
0.375681820948816,4.70265550831748,4.72391216675443,3.09748842046616e-06,1.3411363398362e-05,3.75492992290675,"RBBP5","Not significant","Other"
-0.809472508752809,4.82289146521328,-4.72381638945948,3.09887908178567e-06,1.34135943983621e-05,3.63399745517001,"PPM1L","Not significant","Other"
1.10074171202427,3.24060764943125,4.72366995661303,3.10100641023044e-06,1.34190119243042e-05,4.01055925832178,"LINC02604","Up","Other"
-0.430580254157436,5.41120556875683,-4.72242784678101,3.1191079894551e-06,1.34935323891644e-05,3.6062814857795,"AP1M1","Not significant","Other"
-0.446305425782094,5.13790939948977,-4.72168395601529,3.12999754076363e-06,1.35368197338755e-05,3.61977539287017,"NUDT16","Not significant","Other"
0.66788046890958,0.0546955659575613,4.72128545572607,3.13584608509999e-06,1.35582871224569e-05,4.15414100457691,"AC138207.4","Not significant","Other"
0.813327324842156,3.15814629962291,4.72095484547382,3.14070623005431e-06,1.35723845391627e-05,3.98463281183024,"GPR4","Not significant","Other"
2.71801214474629,5.04566249360283,4.72091424790729,3.14130353519387e-06,1.35723845391627e-05,3.96464083285783,"CXCL8","Up","Other"
0.868612721920666,5.8827553918813,4.72088296419331,3.14176388177315e-06,1.35723845391627e-05,3.64675769433468,"TMEM97","Not significant","Other"
0.395056139686637,5.8796497856283,4.72055474256887,3.14659764922884e-06,1.35894351124954e-05,3.61686035964294,"EMC1","Not significant","Other"
-0.581716309920469,1.70451818459996,-4.71825158348844,3.18071849253142e-06,1.37313497878989e-05,3.99573545260791,"TTLL1","Not significant","Other"
0.444571222687577,5.68881591998451,4.71821590388369,3.18124986928414e-06,1.37313497878989e-05,3.62535483831648,"NCBP1","Not significant","Other"
-0.545391542516228,4.44464174209495,-4.71782953373393,3.18700955858374e-06,1.37523366562035e-05,3.66401092404965,"BCL7C","Not significant","Other"
1.56821255211001,0.257990743798368,4.7175701477728,3.19088190040626e-06,1.37615097575526e-05,4.14225317724612,"NPFFR1","Up","Other"
-1.04825449526596,2.86294877269511,-4.71756682387666,3.19093155182303e-06,1.37615097575526e-05,3.82239997789057,"FAM50B","Down","Other"
-0.485793143673833,6.67363279226547,-4.7165080610256,3.20678494542499e-06,1.38234496344062e-05,3.54745023395855,"SSBP3","Not significant","Other"
-0.985415131875144,3.14394742683449,-4.71648720108863,3.20709805196854e-06,1.38234496344062e-05,3.78916245549015,"TUSC3","Not significant","Other"
-0.542418738926895,5.58100481925536,-4.71600098507453,3.21440446865349e-06,1.38510460273277e-05,3.56243860039019,"KAT6B","Not significant","Other"
1.99201057568186,0.917072763977899,4.71581200199168,3.21724865713405e-06,1.3859404321975e-05,4.13153996273694,"TTLL6","Up","Other"
0.399258707462285,7.40504973951151,4.71541676324141,3.22320481679684e-06,1.38811600359129e-05,3.54365650198585,"YWHAG","Not significant","Other"
0.433586360817234,4.97986084769222,4.71458472586532,3.23577813544993e-06,1.39313931917671e-05,3.68878834461336,"ZNF12","Not significant","Other"
-0.510589709425865,6.82767067584144,-4.71415426078303,3.24230161372078e-06,1.39555583222032e-05,3.53866748574598,"HIPK3","Not significant","Other"
-0.568350847161653,5.17432877339313,-4.7140753687359,3.2434985538393e-06,1.3955566265323e-05,3.57832014837892,"PER2","Not significant","Other"
-1.09917585491368,0.938036796243151,-4.71403409138788,3.24412497794692e-06,1.3955566265323e-05,4.00772637383541,"IQCJ-SCHIP1","Down","Other"
-0.46946241501951,4.1555767832418,-4.71392686471,3.24575279167961e-06,1.39586500215848e-05,3.69106183602153,"SUOX","Not significant","Other"
0.61720466005326,1.75953630947271,4.71334757303645,3.25456065104608e-06,1.39926018114419e-05,4.04044151233258,"RPS17","Not significant","Other"
1.02744646277336,0.706461781440587,4.71249628721981,3.26754580061109e-06,1.40411350148332e-05,4.10595293129676,"AC087741.1","Up","Other"
-0.843755986811691,0.829479126428618,-4.71248739179185,3.26768175049893e-06,1.40411350148332e-05,4.01817236424584,"AC002310.5","Not significant","Other"
0.704566229016711,4.7016989145233,4.71214574534919,3.27290729481519e-06,1.40596463354228e-05,3.74506066053532,"PUM3","Not significant","Other"
-0.988357295965533,1.35607517670614,-4.71098983483776,3.29064684907686e-06,1.41318894810551e-05,3.9675676427449,"ST8SIA1","Not significant","Other"
1.07201874106995,2.23691836049766,4.71086504813105,3.29256745248616e-06,1.41361757003209e-05,4.02361899522499,"KCNC3","Up","Other"
-0.919925059523291,0.987548561484622,-4.70951484869278,3.31341758978891e-06,1.42217080471528e-05,3.99046995735519,"ZNF583","Not significant","Other"
-0.730865209318028,4.217185420768,-4.70900422946689,3.32133576759963e-06,1.42517020349843e-05,3.63713311028309,"ZNF516","Not significant","Other"
0.61181014774932,6.11792684566815,4.70838747574282,3.33092405324739e-06,1.42888435800419e-05,3.5554270565136,"MCM5","Not significant","Other"
0.595793250249095,4.5746050176011,4.70807062181559,3.33586033455785e-06,1.43060139676546e-05,3.73199841843082,"BAG4","Not significant","Other"
0.664824092255166,4.69259381560433,4.70683872440883,3.35511908516098e-06,1.43845802299725e-05,3.71562943218703,"INTS13","Not significant","Other"
0.447341177062611,5.29625220567022,4.70555982820863,3.37522575145017e-06,1.44667368362157e-05,3.60530677446479,"FLAD1","Not significant","Other"
-0.49014396395978,6.60412024735785,-4.70401954950372,3.39959576983015e-06,1.45671157665289e-05,3.49113049677468,"NDUFB4","Not significant","Other"
1.05109637257575,0.52850676799655,4.70313182926325,3.41371793355256e-06,1.46235392496019e-05,4.0701050596907,"AC008147.2","Up","Other"
-2.00286544505504,5.8537972078763,-4.70261184323615,3.42201624887431e-06,1.46549902128287e-05,3.49448241771969,"FLNC","Down","Other"
-1.11948446895853,0.228587665856812,-4.70234493225833,3.42628334298175e-06,1.46691644773706e-05,4.00191915554882,"NANOS1","Down","Other"
0.748230999284392,1.64233372157279,4.70223993467555,3.42796333736641e-06,1.46722576029233e-05,4.00927065698988,"AP000648.4","Not significant","Other"
-0.427869688985584,5.66040237813512,-4.70126852544598,3.44354382160423e-06,1.47348288127455e-05,3.49606843241695,"GET3","Not significant","Other"
-1.01266529172958,3.65980445321574,-4.70081416565772,3.4508546873646e-06,1.47619894959486e-05,3.64588054171955,"SGCE","Down","Other"
1.14746677834024,4.51707233285782,4.69973641858779,3.46825592144347e-06,1.4832287324666e-05,3.7550949563992,"SLC52A3","Up","Other"
1.19726144851237,3.07581050447079,4.69952676356346,3.47165079220912e-06,1.48426632502847e-05,3.91891203049742,"PMAIP1","Up","Other"
-0.516082278083479,3.88634665163102,-4.69859845727234,3.48672098770734e-06,1.49029360375564e-05,3.65022611613144,"MON1A","Not significant","Other"
1.04779830704853,4.42328072673085,4.69814549193297,3.49409728982684e-06,1.49302991556098e-05,3.77029000638486,"SCML1","Up","Other"
-0.802765784538924,5.7485743535772,-4.69771944549319,3.5010489312045e-06,1.49558329447579e-05,3.4676307302408,"CRIP2","Not significant","Other"
0.603258406494167,5.87876792422502,4.69725667167576,3.50861491484919e-06,1.49828985236888e-05,3.52298741800735,"FNBP1L","Not significant","Other"
1.63889916148216,3.66267111484024,4.69721234837833,3.50934039036213e-06,1.49828985236888e-05,3.89424910189104,"F2RL2","Up","Other"
0.518570361168936,4.29526961456783,4.69694156883775,3.51377559450572e-06,1.49976555528165e-05,3.71774032112883,"CEP95","Not significant","Other"
0.537010735872247,4.92460966416726,4.69414880873672,3.55983505185884e-06,1.51900174045205e-05,3.61172079044608,"NFYA","Not significant","Other"
-0.843558368770906,4.16937014103255,-4.69363615949289,3.56835275036823e-06,1.52221239403932e-05,3.56598423257466,"CRYBG3","Not significant","Other"
-0.585139314614868,0.00773827774096178,-4.69354750424407,3.56982774979498e-06,1.52241777372971e-05,3.99662660415393,"ARIH2OS","Not significant","Other"
1.16740873531583,4.46633490541163,4.69139206060467,3.60586989783884e-06,1.53736072466846e-05,3.74249326713343,"IER5L","Up","Other"
-1.79994427868109,1.30742304398477,-4.68900922755934,3.64612169194955e-06,1.55408964355335e-05,3.81414156975291,"NGFR","Down","Other"
0.785230580713088,5.87051586292869,4.68859724929339,3.65312467942592e-06,1.55664153122479e-05,3.50037814176698,"EFNA1","Not significant","Other"
-1.13082926855222,2.12232334705538,-4.68834986696237,3.65733600803052e-06,1.55800277039343e-05,3.77419076628466,"ZNF595","Down","Other"
-3.00698994466807,1.80451919629839,-4.68809748109744,3.66163732694982e-06,1.55940157756676e-05,3.576120992982,"REG3A","Down","Other"
-0.382921051224135,5.47265448195786,-4.68759689998669,3.6701829466612e-06,1.56260664883828e-05,3.44728600623724,"YIPF5","Not significant","Other"
-0.770033663710884,0.298593479782625,-4.68725967206442,3.67595071053248e-06,1.56462757604137e-05,3.94750044709764,"ANKRD34A","Not significant","Other"
-0.77174189467654,1.16226445272736,-4.68577097975933,3.70151686198259e-06,1.57507200433655e-05,3.88032288214791,"ANO7L1","Not significant","Other"
-1.24550576587791,2.88089884054513,-4.68530089786845,3.70962531181689e-06,1.57808408253665e-05,3.64937185795801,"MALL","Down","Other"
2.9711677853413,5.1146427149245,4.68271440744525,3.75454624133606e-06,1.59675026522322e-05,3.78995790498166,"MMP1","Up","Other"
1.45965240900603,0.98225984383021,4.68074534375604,3.78909428674927e-06,1.61099588667755e-05,3.96835821122852,"AC009065.5","Up","Other"
-0.447212278159738,2.96337765728883,-4.68059425571199,3.79175778282764e-06,1.61168112361353e-05,3.70625527586472,"TIRAP","Not significant","Other"
1.10850466496528,6.08213056989456,4.68016481926189,3.79933805480549e-06,1.61445526937839e-05,3.46393340666842,"PLPP2","Up","Other"
0.534326345993667,4.38919089219694,4.67990299110013,3.80396690991641e-06,1.61597407709036e-05,3.62233541567656,"ARL6IP6","Not significant","Other"
-0.887690519215564,4.0626176388271,-4.67979164005168,3.80593712641134e-06,1.61616073363874e-05,3.51428578657018,"KCTD15","Not significant","Other"
-2.72063926720296,2.83024006236253,-4.67975894827253,3.80651575259558e-06,1.61616073363874e-05,3.47596027652207,"KRT20","Down","Other"
-0.4864507052104,3.44093542981006,-4.67727142081481,3.85079261051478e-06,1.63450679143817e-05,3.62549609431247,"NOP14-AS1","Not significant","Other"
0.535510996912541,5.18584422768636,4.67687027730725,3.85797900218094e-06,1.63710363473881e-05,3.50703617236513,"HCG18","Not significant","Other"
-1.05805917227684,3.78935607095243,-4.6765778805354,3.86322534695111e-06,1.63887602412325e-05,3.51804017289966,"EVC","Down","Other"
-1.31857643307657,0.901721056279782,-4.67635183511404,3.86728588082364e-06,1.64014452122504e-05,3.83501313590906,"DOCK3","Down","Other"
-0.671130460701792,1.9437365579067,-4.67612742123694,3.87132116672954e-06,1.64140161144983e-05,3.77859123138577,"SYTL3","Not significant","Other"
-0.989955418020509,2.57450444730687,-4.67529740110316,3.8862813433891e-06,1.64728876970266e-05,3.68654732682575,"HOXA5","Not significant","Other"
-0.47121901190847,3.9159062612512,-4.67522134689792,3.8876549118322e-06,1.647415271405e-05,3.54528438060647,"MMAB","Not significant","Other"
0.521605988751965,7.33448057639117,4.67504775851757,3.89079173444477e-06,1.64828868528884e-05,3.36327876244825,"PPA1","Not significant","Other"
1.19917812868026,5.39385048631225,4.67459195710311,3.8990398684859e-06,1.65119863472113e-05,3.52159318040648,"CBLC","Up","Other"
0.844409307387556,2.94026897176238,4.67454912204607,3.89981587094939e-06,1.65119863472113e-05,3.80035053295532,"ZC3HAV1L","Not significant","Other"
-0.447017599303185,5.01789617994605,-4.67444317037258,3.90173593591622e-06,1.65155524160343e-05,3.42115411840168,"HEXIM1","Not significant","Other"
0.507795424022064,5.89621527855117,4.674056379635,3.90875310995537e-06,1.65406859717885e-05,3.41380456216596,"AATF","Not significant","Other"
-0.523883723027393,5.1628976032534,-4.67250143108983,3.93708571676862e-06,1.66559813467823e-05,3.39190173967582,"XYLT2","Not significant","Other"
0.525285213879752,4.38112244653597,4.67163487084791,3.95296084114219e-06,1.67185257987363e-05,3.59323542095001,"RBAK","Not significant","Other"
-1.16811970394072,3.31767812849905,-4.67150758718248,3.95529781843004e-06,1.67237937284226e-05,3.53175916357047,"TTC9","Down","Other"
1.20648726332202,3.07186229037652,4.67001514391384,3.9827989652705e-06,1.68354285640938e-05,3.79014983037747,"HENMT1","Up","Other"
-1.34721172726009,0.886226948613716,-4.66946363017238,3.99300812493321e-06,1.6873928157295e-05,3.80222304949934,"DYNC1I1","Down","Other"
2.37728858614911,5.27512582682704,4.66911899460208,3.99940050029417e-06,1.68962817386291e-05,3.66785276765176,"CXCL9","Up","Other"
1.16529779302377,6.3988350904052,4.66808082870071,4.01871615196846e-06,1.69732049604776e-05,3.38711537331114,"INAVA","Up","Other"
0.428504670007922,7.25982073244694,4.66784409486394,4.02313325942334e-06,1.698717854344e-05,3.33105757228984,"AZIN1","Not significant","Other"
0.463489635637877,4.91067232273156,4.66714226843877,4.03625576782151e-06,1.70378917714405e-05,3.48874850748506,"ZNF131","Not significant","Other"
0.501358016939544,3.36226029490165,4.66660832693639,4.04626677912955e-06,1.70754463939967e-05,3.69476759057996,"NTAQ1","Not significant","Other"
-0.773371560643216,0.517616721654796,-4.66615728446817,4.0547420935848e-06,1.7106501404185e-05,3.83802507986376,"UQCRFS1P1","Not significant","Other"
0.809656707134139,4.28562916120454,4.663994151565,4.09562624640024e-06,1.7274230931349e-05,3.58376041499938,"LPAR2","Not significant","Other"
-1.21068731124913,1.37200022741438,-4.6639016553097,4.09738327342236e-06,1.72768860480602e-05,3.74093362380444,"PTPRD","Down","Other"
0.861128310800226,4.79273039301842,4.66318432745486,4.1110340131213e-06,1.73296765290393e-05,3.51842048152909,"ABRACL","Not significant","Other"
0.392565759066582,8.07031381693346,4.66259574194963,4.12226743775582e-06,1.73696368788753e-05,3.31860477331646,"SNRNP200","Not significant","Other"
-2.11930786633656,3.855185673918,-4.66256888370171,4.12278074322714e-06,1.73696368788753e-05,3.35001128162654,"ADH1C","Down","Other"
-0.415302972432635,7.15381654998991,-4.66157346288698,4.14184828526636e-06,1.74451735225774e-05,3.30828695288787,"SERINC1","Not significant","Other"
0.461347098699967,2.5399769752563,4.66064521467988,4.15970549812061e-06,1.75155722307508e-05,3.74329717276302,"GEMIN2","Not significant","Other"
-0.476007383309331,4.3157360678576,-4.65932551193805,4.18522081470717e-06,1.76181699296038e-05,3.42668709525346,"PXK","Not significant","Other"
-1.02253551357274,1.26672229405387,-4.65901684418892,4.19121031718663e-06,1.76385376792779e-05,3.74633704087696,"LRCH2","Down","Other"
1.10992421629801,1.98542024073338,4.65860863722015,4.19914397250432e-06,1.76670738854156e-05,3.81333154020708,"LINC01355","Up","Other"
-0.542902830583979,4.71629432899205,-4.65626464107548,4.24498066229092e-06,1.78550202273631e-05,3.35694174616787,"GADD45A","Not significant","Other"
0.369413968907823,7.12785069549788,4.65589198049496,4.25231219045267e-06,1.78809494221477e-05,3.27807909649394,"CSNK2A1","Not significant","Other"
-2.51666690741934,6.63260837934774,-4.65571844568395,4.25573037583721e-06,1.78904133193288e-05,3.31781962661708,"IGHA2","Down","Other"
0.523014929220049,3.57744987583276,4.65495772462429,4.2707458028538e-06,1.79486116119388e-05,3.62288950131895,"ZNF783","Not significant","Other"
-0.960921097213315,0.572401188739559,-4.6544214951734,4.28136071271041e-06,1.79882890597372e-05,3.77487178468845,"ZIK1","Not significant","Other"
0.360139097190466,6.25259525185027,4.65323782706009,4.30488183337067e-06,1.80821557929657e-05,3.28774842564206,"DERL1","Not significant","Other"
-0.582439574141942,4.03342732477577,-4.65203087798961,4.3289934731829e-06,1.81774935768922e-05,3.4161412737995,"FAM241A","Not significant","Other"
0.830108899651463,3.81607666019121,4.65198304055292,4.32995180810916e-06,1.81774935768922e-05,3.60740904637285,"ZNF600","Not significant","Other"
0.480560548846812,6.52839474194276,4.65020153080052,4.36578665636673e-06,1.83229112395255e-05,3.26718509289888,"KIF3B","Not significant","Other"
-1.01456275738082,3.18439391874981,-4.65002252057178,4.3694031470024e-06,1.83325714690184e-05,3.48802763862843,"EBF4","Down","Other"
-0.364149148040839,5.55834121034848,-4.64996918583077,4.37048120970595e-06,1.83325714690184e-05,3.27634084129368,"GABARAPL2","Not significant","Other"
0.428763471075919,7.863790576027,4.64888299753894,4.39249219873833e-06,1.84198571322571e-05,3.25289572936061,"RAN","Not significant","Other"
0.835539388030419,3.27281223531517,4.6464359980849,4.4424703815609e-06,1.86243429977176e-05,3.64770349918545,"NSUN5P1","Not significant","Other"
0.642062566636036,6.76402340730613,4.64545951779993,4.46256648381719e-06,1.87034754462612e-05,3.24313486844735,"RALGAPA2","Not significant","Other"
1.21456598378424,3.47237825038992,4.64446482883993,4.48312715270799e-06,1.8784511173351e-05,3.63668997430878,"E2F2","Up","Other"
0.850618336455708,0.736598588919519,4.64417046607672,4.4892292039136e-06,1.88049368757704e-05,3.80027329360337,"RNF32","Not significant","Other"
-0.53473552804056,7.30444415840608,-4.64384855835611,4.49591139265318e-06,1.88277808881183e-05,3.23505723109874,"ATP5MC3","Not significant","Other"
-1.3611225576017,3.35016826288569,-4.64325952075702,4.50816344778368e-06,1.88739312869916e-05,3.37817396764243,"LINC02381","Down","Other"
0.367358673212483,6.15543611727168,4.64293854315825,4.51485332407872e-06,1.88967761499203e-05,3.2482500058131,"MFSD14B","Not significant","Other"
-0.418972717098193,5.22687678622894,-4.64250572223131,4.52388937077579e-06,1.89294256767879e-05,3.26194894902852,"MRPL43","Not significant","Other"
